conv_id,text,intent,sector,sentiment,turns,_synthetic
syn_100529,"[customer] meu wifi ta uma porcaria, nao consigo assistir netflix direito
[agent] Oi! Que chato isso! Você pode me dizer que tipo de problema está acontecendo? Tá lento ou caindo a conexão?
[customer] fica bufferando td hora, e as vzs desconecta sozinho. ja reiniciei o roteador varias vezes
[agent] Vamos verificar isso. Quantos dispositivos você tem conectados na sua rede?
[customer] uns 6 ou 7... 2 celulares, 2 tvs, notebook, tablet essas coisas
[agent] Pode ser sobrecarga na rede. Vou fazer um teste remoto aqui no seu roteador. Me confirma o endereço da instalação?
[customer] rua das flores 123, ap 45. vc consegue ver se ta tudo ok?
[agent] Sim, já to vendo aqui. Seu sinal tá fraco mesmo. Vou agendar uma visita técnica pra verificar os cabos e fazer alguns ajustes. Que dia é melhor pra você?",suporte_tecnico,,,8,True
syn_100530,"[customer] socorro! apaguei sem querer todos os arquivos importantes do meu pc, tem como recuperar???
[agent] Calma, vamos ver o que dá pra fazer! Você esvaziou a lixeira também?
[customer] sim 😭 eu sou muito burra, fiz besteira total. eram fotos da familia e documentos importantes
[agent] Relaxa, ainda tem chance de recuperar! Não salve mais nada no computador por enquanto. Você tem backup em nuvem ou HD externo?
[customer] nao tenho nada disso... nunca pensei q ia precisar. o que eu faço agora?
[agent] Vou te passar pra nossa equipe especializada em recuperação de dados. Eles têm ferramentas específicas pra isso. Não usa o PC até eles entrarem em contato, ok?
[customer] ta bom, obrigada! quando eles vao me ligar?
[agent] Hoje ainda, pode ficar tranquila. Protocolo: REC-2024-891. Eles vão te orientar certinho sobre o procedimento",suporte_tecnico,,,8,True
syn_100531,"[customer] o sistema da empresa ta travando td hora, ninguem consegue trabalhar direito aqui
[agent] Oi! Que situação! Me conta um pouco mais sobre esse travamento. É em qual parte do sistema?
[customer] principalmente na hora de salvar os dados dos clientes. fica rodando infinito e depois da erro
[agent] Entendi. Isso começou quando? E quantos usuários estão com esse problema?
[customer] desde ontem de tarde. somos uns 15 funcionarios e ta acontecendo com todo mundo
[agent] Vou verificar o status dos nossos servidores. Pode ser sobrecarga no banco de dados. Vocês fizeram alguma atualização recente?
[customer] nao que eu saiba, mas posso perguntar pro pessoal do TI daqui
[agent] Perfeita! Enquanto isso vou rodar uns testes aqui. Se piorar, podem usar o sistema offline que depois sincroniza. Te mando o tutorial por email",suporte_tecnico,,,8,True
syn_100532,"[customer] minha impressora ta imprimindo td torto e borrado, q raiva
[agent] Oi! Vamos resolver isso. Que tipo de impressora você tem? E quando foi a última vez que trocou o cartucho?
[customer] é uma hp, nao lembro o modelo exato. o tinto eu troquei semana passada
[agent] Beleza! Você pode tentar fazer uma limpeza dos bicos? Geralmente tem essa opção no menu da impressora
[customer] onde q eu acho isso? nao entendo nada dessas coisas 😅
[agent] Sem problema! No painel da impressora, procura por ""Configurações"" ou ""Manutenção"". Ou posso te mandar um vídeo explicativo no whats
[customer] ah seria otimo! meu numero é 11999887766
[agent] Pronto, já mandei! É bem simples, você vai conseguir. Qualquer dúvida é só chamar aqui de novo",suporte_tecnico,,,8,True
syn_100533,"[customer] oi, o app do banco nao ta funcionando, preciso fazer um pix urgente
[agent] Oi! Posso te ajudar sim. Qual erro está aparecendo quando você tenta abrir o app?
[customer] fica carregando na tela inicial e depois fecha sozinho. já tentei abrir varias vezes
[agent] Você está com a versão mais atualizada do app? Pode verificar na loja de aplicativos?
[customer] deixa eu ver... nossa, tem atualizacao sim! nao tinha visto
[agent] Isso mesmo! Faz a atualização que provavelmente vai resolver. Essa versão antiga tinha alguns bugs que já foram corrigidos
[customer] atualizando aqui... pronto! agora abriu normal, obrigada!
[agent] Que bom! Fico feliz que resolveu rápido. Seu pix já pode ser feito normalmente. Precisa de mais alguma coisa?
[customer] nao, ta tudo certo agora. vlw mesmo pela ajuda! 😊",suporte_tecnico,,,9,True
syn_100534,"[customer] a tv a cabo ta sem sinal, so aparece chuvisco em todos os canais
[agent] Oi! Vamos verificar isso. Você pode checar se todos os cabos estão bem conectados na parte de trás da tv e do decodificador?
[customer] ja olhei e parece q ta td certo. ontem a noite tava funcionando normal
[agent] Ok, vou fazer um teste de sinal aqui remotamente. Você pode desligar o decodificador da tomada por 30 segundos e ligar de novo?
[customer] ta bom, ja fiz. a luzinha ficou piscando e agora ta fixa, mas continua sem sinal
[agent] Vou enviar um reset no seu decodificador. Pode aguardar uns 5 minutos? As vezes demora um pouco pra normalizar
[customer] beleza, vou aguardar. se nao voltar vc manda um tecnico?
[agent] Com certeza! Se não resolver até amanhã de manhã, já agendo a visita técnica. Anota o protocolo: TV-558899",suporte_tecnico,,,8,True
syn_100535,"[customer] o email corporativo parou de funcionar, nao consigo enviar nem receber nada
[agent] Oi! Que problema! Você está tentando acessar pelo computador ou celular?
[customer] pelos dois, e nos dois da erro de autenticacao. minha senha ta certa, tenho certeza
[agent] Pode ter havido alguma mudança no servidor. Você pode tentar remover a conta e configurar novamente?
[customer] ixe, como q faz isso? tenho medo de perder os emails
[agent] Relaxa, os emails ficam salvos no servidor. Te mando um passo a passo por sms. Qual seu número?
[customer] 11988776655. mas é urgente, tenho reunião importante hoje
[agent] Entendi a urgência! Enquanto configura, você pode acessar temporariamente pelo webmail no navegador. Te mando o link também
[customer] nossa, isso resolve mesmo? nao sabia que dava
[agent] Resolve sim! É a mesma caixa postal, só que acessada direto no site. Já enviei tudo por sms, qualquer dúvida me chama",suporte_tecnico,,,10,True
syn_100536,"[customer] comprei um ssd novo mas nao to conseguindo instalar no meu pc, vc pode me ajudar?
[agent] Claro! Que legal, SSD é uma ótima melhoria. Seu computador é desktop ou notebook?
[customer] é desktop. eu abri ele, achei onde encaixa, mas nao sei como configurar depois
[agent] Show! Você já conectou o cabo SATA e o de alimentação no SSD?
[customer] o cabo sata sim, mas esse de alimentação eu nao achei. é aquele meio grosso?
[agent] Isso mesmo! Sai da fonte do computador, geralmente é branco com 4 fios coloridos. Depois que conectar, vai precisar formatar o SSD
[customer] achei o cabo! conectei aqui. agora como formato?
[agent] Perfeito! Liga o PC e vai no ""Gerenciamento de disco"" do Windows. O SSD vai aparecer como ""não alocado"". Aí é só criar uma nova partição
[customer] nossa, parece complicado. tem algum video ou tutorial?
[agent] Tem sim! Te mando no email o tutorial completo com prints. É mais simples do que parece, você consegue!",suporte_tecnico,,,10,True
syn_100537,"[customer] meu celular ta super lento, demora pra abrir qualquer coisa. que saco!
[agent] Oi! Entendo sua frustração. Quanto espaço livre tem no seu celular? Pode verificar nas configurações?
[customer] deixa eu ver... nossa, so tem 500mb livre de 64gb
[agent] Aí está o problema! Quando o armazenamento fica cheio, o celular fica lento mesmo. Precisa liberar espaço urgente
[customer] mas nao sei o que apagar, tenho medo de deletar coisa importante
[agent] Te ajudo com isso! Primeiro, verifica se tem fotos e vídeos repetidos ou muito antigos que podem ir pro Google Fotos
[customer] boa ideia! e os aplicativos que nao uso mais, posso desinstalar ne?
[agent] Com certeza! Vai em Configurações > Apps e vê quais você não usa. WhatsApp e redes sociais costumam ocupar muito espaço também, pode limpar o cache deles
[customer] nossa, o whats ta com 8gb! nao fazia ideia. vou limpar tudo isso, obrigada!",suporte_tecnico,,,9,True
syn_100538,"[customer] ei, meu notebook nao ta ligando mais, só fica numa tela preta. Ja tentei td q vc pode imaginar
[agent] Oi! Que situação chata, né? Vamos ver se conseguimos resolver. Quando você aperta o botão de ligar, ele faz algum barulho ou acende alguma luzinha?
[customer] sim, ele faz um barulho como se tivesse ligando normal, e a luz azul acende. Mas a tela fica preta, nao aparece nada
[agent] Entendi! Pode ser problema na tela ou na placa de vídeo. Você pode tentar conectar ele num monitor externo ou numa TV pra ver se aparece imagem?
[customer] nossa, nao pensei nisso! vou tentar aqui com a tv da sala. se aparecer imagem na tv, o q isso significa?
[agent] Se aparecer imagem na TV, significa que a tela do seu notebook que tá com problema. Aí seria mais simples de resolver. Testa aí e me fala o resultado!",suporte_tecnico,,,6,True
syn_100539,"[customer] meu wi-fi ta uma merda, cai toda hora e qnd conecta ta super lento. isso ta me deixando maluco
[agent] Nossa, que raiva mesmo! Vou te ajudar a resolver isso. Há quanto tempo tá assim? E você já tentou reiniciar o modem?
[customer] ta assim faz uns 3 dias. ja desliguei e liguei o modem umas 5x, nao adianta nada
[agent] Beleza, entendi. Quantos dispositivos estão conectados na sua rede? Celular, TV, computador...
[customer] olha, tem 2 celulares, 1 notebook, a smart tv e o videogame. isso é mto?
[agent] Não, tá dentro do normal. Vou agendar uma visita técnica pra amanhã de manhã, pode ser? O técnico vai verificar se o problema é no equipamento ou na linha
[customer] perfeito! obg, tava precisando msmo. q horario mais ou menos?
[agent] Entre 8h e 12h. Você vai receber um SMS com o horário exato até o final do dia. Qualquer coisa, me chama aqui!",suporte_tecnico,,,8,True
syn_100540,"[customer] oi, to com um poblema esquisito no meu celular. ele trava toda vez q eu abro o whatsapp
[agent] Oi! Poxa, que chato isso! Seu WhatsApp tá atualizado? E quanto de espaço livre tem no celular?
[customer] acho q sim, sempre atualizo td automatico. sobre o espaco, como eu vejo isso?
[agent] No Android vai em Configurações > Armazenamento. No iPhone vai em Ajustes > Geral > Armazenamento do iPhone. Me fala quanto tá ocupado
[customer] nossa, ta 95% ocupado! isso pode ser o problema?
[agent] Com certeza! Quando tá muito cheio, os apps ficam lentos e travam mesmo. Você precisa liberar pelo menos uns 2GB. Pode apagar fotos antigas, vídeos ou apps que não usa?
[customer] vou fazer uma faxina aqui nos apps e fotos. depois disso o whats volta ao normal?
[agent] Sim! Depois que liberar espaço, reinicia o celular e testa o WhatsApp. Se continuar travando, me chama que vemos outras soluções",suporte_tecnico,,,8,True
syn_100541,"[customer] cara, minha impressora ta fazendo umas folhas saindo td borradas e com listras. oq pode ser?
[agent] Eita, vamos resolver! Que tipo de impressora você tem? É jato de tinta ou laser?
[customer] é jato de tinta, uma hp. comprei ela ano passado, sempre funcionou bem
[agent] Provavelmente é problema no cartucho ou cabeça de impressão. Há quanto tempo você não troca os cartuchos?
[customer] faz uns 4 meses mais ou menos. mas ainda tem tinta, nao ta vazio nao
[agent] Mesmo com tinta, às vezes resseca ou entope. Sua impressora tem a opção de limpeza automática no menu? Geralmente fica em ""Manutenção"" ou ""Ferramentas""
[customer] deixa eu ver... achei! tem ""limpar cabeçotes de impressão"". vou clicar?
[agent] Isso mesmo! Clica e deixa ela fazer o processo. Depois testa imprimindo uma página. Se não melhorar, pode precisar trocar o cartucho mesmo",suporte_tecnico,,,8,True
syn_100542,"[customer] meu email ta com um problema bizarro, nao consigo enviar nada, só receber. ja tentei de td
[agent] Oi! Que estranho mesmo. Você tá usando qual programa? Outlook, Gmail pelo navegador, ou app do celular?
[customer] uso o outlook no pc. qnd clico em enviar, fica carregando e depois da erro de ""falha na conexao""
[agent] Entendi. Pode ser configuração do servidor de saída. Você lembra se mudou alguma senha recentemente ou se o provedor de email enviou algum aviso?
[customer] ah sim! mudei a senha do email semana passada por causa de segurança. pode ser isso?
[agent] Com certeza é isso! Você precisa atualizar a senha no Outlook. Vai em Arquivo > Configurações de Conta > clica duas vezes na sua conta e atualiza a senha
[customer] nossa q bobeira minha! nao pensei q tinha q atualizar no outlook tbm. vou fazer isso agora, vlw!
[agent] Magina! Acontece direto isso. Depois de atualizar, testa mandando um email. Se der problema ainda, me chama!",suporte_tecnico,,,8,True
syn_100543,"[customer] oi, meu computador ta super lento, demora seculos pra abrir qualquer coisa. ta insuportavel
[agent] Nossa, que saco né! Vamos dar uma investigada. Há quanto tempo tá assim? E você costuma deixar muitos programas abertos ao mesmo tempo?
[customer] ta assim faz umas 2 semanas. eu deixo bastante coisa aberta msmo, navegador com varias abas, spotify, whatsapp web...
[agent] Pode ser isso sim! Quantas abas você deixa abertas no navegador normalmente?
[customer] ih cara, umas 20 ou 30 abas facil kkk sei q é exagero mas preciso de td
[agent] Cara, isso mata qualquer computador! Cada aba consome memória. Tenta fechar o que não tá usando no momento. E quantos GB de RAM tem seu PC?
[customer] acho q é 8gb. entao o problema é só as abas msmo?
[agent] Principalmente! 8GB com 30 abas é complicado. Fecha as abas, reinicia o PC e testa. Se continuar lento, pode ter outros programas pesados rodando em segundo plano",suporte_tecnico,,,8,True
syn_100544,"[customer] socorro! meu pendrive nao ta sendo reconhecido em nenhum computador. tem arquivos importantes nele
[agent] Calma, vamos tentar recuperar! Quando você conecta ele, faz algum som ou aparece alguma notificação? Mesmo que seja só por alguns segundos?
[customer] nao, nada. é como se nao tivesse conectado nada. ja tentei em 3 computadores diferentes
[agent] Entendi. E o LED do pendrive acende quando você conecta? Ou fica totalmente apagado?
[customer] fica totalmente apagado. antes sempre acendia uma luzinha verde. acho q morreu de vez né?
[agent] Pode ser problema na controladora ou na memória flash. Infelizmente quando não dá nem sinal de vida é mais complicado. Você tem backup desses arquivos em outro lugar?
[customer] nao tenho backup, por isso to desesperado. nao tem jeito msmo de recuperar?
[agent] Existe sim! Tem empresas especializadas em recuperação de dados, mas é caro. Ou você pode tentar levar numa assistência técnica primeiro, às vezes conseguem fazer alguma coisa",suporte_tecnico,,,8,True
syn_100545,"[customer] oi, queria saber sobre aquele celular que ta em promoção no site de vocês
[agent] Oi! Tudo bem? Qual celular você está interessado? Temos várias promoções rolando agora
[customer] é o samsung galaxy que ta por 800 reais, mas quando clico pra comprar nao carrega a pagina
[agent] Ah entendi! Esse modelo está com muito procura mesmo. Deixa eu verificar aqui... Pode ser que seja problema no navegador. Você já tentou limpar o cache ou usar outro navegador?
[customer] nao tentei nao, vou tentar agora. mas se nao der certo vc consegue fazer a compra por ai mesmo?
[agent] Consigo sim! Se não funcionar me avisa que eu processo a compra por aqui mesmo. É só você me passar seus dados e forma de pagamento que prefere",compra,,,6,True
syn_100546,"[customer] preciso urgente comprar um presente pra minha mae, é aniversario dela amanha
[agent] Oi! Que legal, vamos encontrar algo especial para ela. Que tipo de presente você estava pensando?
[customer] pensei numa bolsa ou perfume, algo assim feminino sabe
[agent] Perfeito! Temos várias opções lindas. Qual faixa de preço você gostaria de investir?
[customer] ate uns 300 reais ta bom. mas precisa chegar amanha mesmo, tem como?
[agent] Tem sim! Para entrega expressa até amanhã temos algumas bolsas lindas por 250 e perfumes importados por 280. Qual você prefere que eu te mostre primeiro?
[customer] mostra as bolsas por favor
[agent] Vou te mandar algumas fotos agora. São todas em couro legítimo e muito elegantes. Se escolher até 14h hoje, garanto a entrega amanhã pela manhã!",compra,,,8,True
syn_100547,"[customer] eai galera, to querendo montar um pc gamer mas nao entendo nada disso
[agent] E aí! Beleza? Vamos te ajudar a montar um setup maneiro! Qual valor você quer investir mais ou menos?
[customer] tenho uns 3mil guardados, da pra fazer algo legal?
[agent] Da sim! Com 3k você consegue montar algo bem bacana. Que tipos de jogos você pretende jogar?
[customer] jogo muito fortnite, cs, essas coisas mais populares
[agent] Show! Para esses games 3k é suficiente sim. Você prefere comprar as peças separadas ou quer um pc já montadinho?
[customer] prefiro ja montado, sou meio burro pra essas coisas kkk
[agent] Hahaha relaxa! Temos um combo perfeito por 2.800 que roda esses jogos no ultra. Quer que eu mande as especificações?
[customer] manda ai que se estiver bom eu fecho hoje mesmo",compra,,,9,True
syn_100548,"[customer] ola, gostaria de adquirir o curso de ingles online de voces
[agent] Olá! Que bom seu interesse no nosso curso! Temos algumas modalidades disponíveis. Você já tem algum conhecimento em inglês ou está começando do zero?
[customer] ja sei o basico, mas quero melhorar pra conseguir um emprego melhor
[agent] Entendi perfeitamente! Para quem já tem base, recomendo nosso curso intermediário. São 12 meses de acesso com certificado. Fica por 480 reais à vista ou parcelado
[customer] posso parcelar em quantas vezes?
[agent] Pode parcelar em até 12x de 45 reais no cartão, sem juros! Também temos desconto de 15% para pagamento à vista
[customer] vou de parcelado mesmo. como faço pra contratar?
[agent] Te mando o link do checkout agora! É só preencher seus dados que em 5 minutos você já está com acesso liberado ao curso",compra,,,8,True
syn_100549,"[customer] preciso comprar um ar condicionado urgente, o meu queimou com esse calor
[agent] Nossa, que situação! Realmente está um calor insuportável. Para qual ambiente você precisa?
[customer] é pra sala, uns 20 metros quadrados mais ou menos
[agent] Perfeito! Para esse tamanho recomendo um 18.000 BTUs. Temos modelos a partir de 1.200 reais
[customer] nossa ta caro ein... mas fazer oq ne, preciso mesmo. tem entrega rapida?
[agent] Entendo que é investimento alto, mas é necessário mesmo! Temos entrega expressa em até 2 dias úteis por mais 50 reais
[customer] beleza, vamos de entrega expressa entao. aceita cartao?
[agent] Aceita sim! Cartão de crédito ou débito. Quer finalizar a compra? Te passo o link para pagamento
[customer] passa ai que vou comprar agora antes que mude de ideia kkk",compra,,,9,True
syn_100550,"[customer] oii, vi que vcs vendem maquiagem, queria comprar umas coisas
[agent] Oi linda! Sim, trabalhamos com várias marcas nacionais e importadas. O que você está procurando?
[customer] preciso de base, batom e rimel basico mesmo, nada muito caro
[agent] Show! Temos kits básicos bem em conta. Que tom de pele você tem mais ou menos?
[customer] sou morena clara, meio amarelada sabe
[agent] Sei sim! Tenho um kit perfeito para seu tom, com base, batom nude e rímel à prova d'água por 89 reais
[customer] nossa que preço bom! tem frete gratis?
[agent] Para compras acima de 80 reais o frete é grátis sim! Seu kit já se qualifica. Quer que eu reserve para você?
[customer] quero sim! como pago?
[agent] Pode ser cartão, boleto ou pix! Te mando o link para escolher a forma de pagamento que preferir",compra,,,10,True
syn_100551,"[customer] quero comprar aquela cadeira gamer que ta no instagram de vcs
[agent] Oi! Qual das cadeiras? Postamos algumas modelos diferentes essa semana
[customer] a preta com led azul, muito show aquela
[agent] Ahh a RGB! Essa é lindona mesmo, super confortável. Está por 650 à vista ou 12x no cartão
[customer] caramba 650... vale a pena mesmo? nunca comprei uma cadeira dessas
[agent] Vale muito! É ergonômica, aguenta até 120kg, tem ajuste de altura e inclinação. Sem contar o LED que fica incrível no setup
[customer] po me convenceu kkk vou comprar entao
[agent] Boa escolha! Você vai amar. Quer parcelar ou à vista? À vista tem 5% de desconto
[customer] vou de parcelado mesmo, como faço?
[agent] Te mando o link agora! É só escolher cartão de crédito na finalização que aparece as opções de parcelas",compra,,,10,True
syn_100552,"[customer] bom dia, preciso comprar medicamento pra minha cachorra mas ta muito caro nas pets daqui
[agent] Bom dia! Que medicamento ela precisa? Temos preços bem competitivos aqui
[customer] é um antiinflamatorio, o vet passou Carproflan 75mg
[agent] Temos esse sim! Aqui sai por 45 reais a cartela com 14 comprimidos. Muito mais barato que pet shop mesmo
[customer] nossa que diferença! na pet daqui queriam cobrar 80. vcs entregam?
[agent] Entregamos sim! Para medicamentos veterinários a entrega é em até 24h na região metropolitana
[customer] perfeito, vou comprar entao. precisa de receita?
[agent] Para esse medicamento não precisa não. É só fazer o pedido e pagar. Quer finalizar?
[customer] quero sim, me manda o link pra pagamento",compra,,,9,True
syn_100553,"[customer] oi, queria comprar uns livros escolares pro meu filho mas nao acho em lugar nenhum
[agent] Oi! Que série ele está? Temos material didático para todos os anos escolares
[customer] ele vai pro 7 ano agora, preciso da lista toda da escola
[agent] Beleza! Se você me mandar a lista consigo fazer um orçamento fechado com desconto. Geralmente fica bem mais barato que livraria
[customer] vou mandar foto da lista agora. demora muito pra chegar?
[agent] Recebi a lista! Deixa eu calcular... deu 340 reais todos os livros com 15% de desconto. Entrega em 3-5 dias úteis
[customer] nossa que preço bom! na livraria daqui iam cobrar quase 500. vou comprar sim
[agent] Ótima escolha! Nossos preços são imbatíveis mesmo. Te mando o boleto ou prefere cartão?
[customer] prefiro cartao, posso parcelar?
[agent] Pode sim! Até 6x sem juros. Te envio o link para finalizar a compra com os dados do cartão",compra,,,10,True
syn_100554,"[customer] quero comprar uma tv nova pra assistir netflix, a minha ta com defeito
[agent] Oi! Que tamanho você está pensando? E qual sua faixa de preço?
[customer] queria uma de umas 50 polegadas, smart tv. tenho uns 1500 pra gastar
[agent] Show! Com 1500 você consegue uma 50"" 4K smart bem bacana. Temos uma LG em promoção por 1.399
[customer] lg é boa marca? nunca tive uma
[agent] LG é excelente! Uma das melhores do mercado. Essa tem sistema webOS, roda Netflix, Prime, YouTube, tudo direitinho
[customer] ta bom entao, vou confiar em vc kkk. quando chega?
[agent] Hahaha pode confiar! Entrega padrão é 5-7 dias, mas temos entrega expressa em 2 dias por mais 80 reais
[customer] vou de entrega normal mesmo, nao tenho pressa. como compro?
[agent] Te mando o link agora! É só escolher a forma de pagamento e confirmar seu endereço. Vai ficar muito satisfeito com a compra!",compra,,,10,True
syn_100555,"[customer] oi, quero comprar um celular novo mas to perdida com tantas opções, me ajuda?
[agent] Oi! Claro, posso te ajudar sim! Qual sua faixa de preço e o que você mais usa no celular? Fotos, jogos, trabalho?
[customer] tenho uns 1500 pra gastar e uso muito pra tirar foto e instagram, sabe?
[agent] Perfeito! Temos alguns modelos ótimos pra fotografia nessa faixa. O Xiaomi Note 12 Pro tá por 1450 e tem uma câmera incrível. Quer que eu mande as especificações?
[customer] manda sim! e tem como parcelar?
[agent] Claro! Parcelamos em até 12x sem juros no cartão. Vou te mandar o link com todas as infos do aparelho agora mesmo",compra,,,6,True
syn_100556,"[customer] cara, to querendo comprar aquela smart tv de 55 polegadas que vi no site de vcs, mas ta fora de estoque
[agent] Opa, beleza! Qual modelo exatamente? Posso verificar quando vai chegar mais estoque pra você
[customer] é a Samsung Crystal UHD, tava por 2800 na promoção
[agent] Ah sim, essa tá voando mesmo! Chega estoque novo na quinta que vem. Posso reservar uma pra você com o preço promocional?
[customer] consegue mesmo? seria show! como faço?
[agent] Consigo sim! Só precisa pagar 50% de entrada pra garantir. Te mando o link do pagamento e na quinta eu te aviso pra buscar ou entregar
[customer] perfeito, vou pagar agora mesmo, valeu demais!",compra,,,7,True
syn_100557,"[customer] boa tarde, queria fazer um orçamento pra pintar minha casa toda, como funciona?
[agent] Boa tarde! Que legal! Quantos metros quadrados tem sua casa aproximadamente? E quer pintura interna, externa ou completa?
[customer] olha, não sei o tamanho exato mas são 3 quartos, sala, cozinha... quero pintar td por dentro
[agent] Entendi! Pra fazer um orçamento certinho preciso mandar um técnico aí. A visita é gratuita e sem compromisso. Quando seria melhor pra você?
[customer] que tal amanhã de tarde? to de folga
[agent] Perfeito! Pode ser às 14h? Vou agendar o Marcos pra ir aí. Me passa seu endereço e telefone pra confirmar?
[customer] pode sim! Rua das Flores 123, tel 98888-7777",compra,,,7,True
syn_100558,"[customer] oii, vi que vcs vendem curso de inglês online, quero comprar mas tenho algumas duvidas
[agent] Oi! Que bom que se interessou! Fala aí suas dúvidas que vou te ajudar. Qual seu nível atual de inglês?
[customer] sou bem iniciante mesmo, quase zero rsrs, o curso serve pra mim?
[agent] Serve sim! Nosso curso começa do básico total. São 12 módulos progressivos com certificado no final. Quer saber sobre os valores?
[customer] quero sim, e demora quanto tempo pra concluir?
[agent] O valor tá 497 à vista ou 12x de 49,90. Você faz no seu ritmo, mas a média é 8 meses. Tem garantia de 30 dias também
[customer] nossa, bem acessível! vou comprar sim, como faço?
[agent] Show! Te mando o link de pagamento agora. Assim que processar você já recebe o acesso por email",compra,,,8,True
syn_100559,"[customer] preciso comprar um ar condicionado urgente, o meu queimou e ta um calor infernal aqui
[agent] Nossa, que situação! Vamos resolver isso rapidinho. Qual o tamanho do ambiente? Quarto, sala?
[customer] é pro meu quarto, uns 12m2 mais ou menos
[agent] Perfeito! Pra esse tamanho o ideal é 12.000 BTUs. Temos um Consul por 1.899 que é muito bom e silencioso
[customer] e a instalação? vcs fazem? preciso pra hoje se possível
[agent] Fazemos sim! Instalação por 150 reais. Se você fechar agora consigo agendar pra hoje mesmo entre 16h e 18h
[customer] fechado! vou pagar no pix, me manda os dados
[agent] Oba! Mandando os dados do pix agora. Instalação confirmada pra hoje à tarde!",compra,,,8,True
syn_100560,"[customer] oi, quero assinar netflix mas to confusa com os planos, qual vc recomenda?
[agent] Oi! Posso te ajudar sim! Quantas pessoas vão usar e vocês assistem mais no celular, TV ou computador?
[customer] somos eu e meu namorado, assistimos mais na tv da sala
[agent] Então o plano Padrão é perfeito pra vocês! HD, 2 telas simultâneas por 25,90/mês. Serve?
[customer] serve sim! e como faço pra assinar?
[agent] Te mando o link de cadastro. Primeiro mês é grátis pra testar. Depois é só confirmar o cartão e pronto!
[customer] perfeito, obrigada!",compra,,,7,True
syn_100561,"[customer] quero comprar uma bicicleta pra ir pro trabalho, vcs tem alguma boa e barata?
[agent] Temos sim! Pra trabalho o ideal é uma urbana resistente. Qual sua altura e quantos km você vai pedalar por dia?
[customer] tenho 1,70m e vou pedalar uns 10km ida e volta
[agent] Perfeita! Temos uma Caloi urbana aro 26 que é ideal. Muito confortável e resistente, por 899 reais
[customer] nossa, mais barato que eu imaginava! tem como ver ela antes de comprar?
[agent] Claro! Você pode vir na loja testar. Fica na Rua Augusta 500. Ou se preferir, entregamos em casa com direito a troca em 7 dias
[customer] vou passar aí amanhã pra ver, que horário vcs abrem?
[agent] Abrimos às 9h e fechamos às 18h. Te espero lá!",compra,,,8,True
syn_100562,"[customer] oi gente, quero contratar um plano de academia mas nunca fiz, como funciona?
[agent] Oi! Que legal que decidiu começar! Temos vários planos. Você prefere musculação, aulas em grupo ou os dois?
[customer] acho que quero experimentar td um pouco sabe, to bem sedentária
[agent] Perfeito! Nosso plano completo dá acesso a tudo: musculação, spinning, pilates, natação... Quer conhecer?
[customer] quero sim! qual o valor e posso fazer uma aula experimental?
[agent] O plano completo sai 89 por mês. E claro, você pode fazer uma semana grátis pra experimentar tudo!
[customer] que máximo! quando posso começar?
[agent] Pode começar até hoje se quiser! Só trazer um documento e roupa de exercício. Te espero aqui!",compra,,,8,True
syn_100563,"[customer] cara, quero comprar uma guitarra mas entendo nada disso, me da uma força?
[agent] Fala aí! Claro que posso ajudar. Você já toca alguma coisa ou vai ser seu primeiro instrumento?
[customer] primeira guitarra mesmo, sempre quis aprender rock
[agent] Show! Pra começar recomendo uma Strinberg Les Paul, ótima qualidade e preço justo. Sai por 650
[customer] precisa de amplificador tb né? quanto fica o kit completo?
[agent] Isso mesmo! Com um amplificador Borne de 15W, cabo e palhetas fica 950 o kit. Quer parcelar?
[customer] perfeito! pode ser 10x sem juros?
[agent] Pode sim! Vou montar o kit pra você. Quer retirar na loja ou prefere entrega?
[customer] entrega por favor, moro longe da loja",compra,,,9,True
syn_100564,"[customer] boa noite, quero comprar um presente pro meu pai, ele gosta de churrasco
[agent] Boa noite! Que filho carinhoso! Temos várias opções legais. Kit de facas, churrasqueira portátil, temperos especiais...
[customer] uma churrasqueira portátil seria perfeita! ele mora em apartamento
[agent] Ótima escolha! Temos uma elétrica da Mondial super compacta, cabe na varanda. Por 299 reais
[customer] tem como embalar pra presente? é aniversário dele semana que vem
[agent] Claro! Embrulhamos com papel especial sem custo extra. Quer cartãozinho também?
[customer] quero sim! posso escrever agora a mensagem?
[agent] Pode sim! Me dita aí que eu anoto. E parabéns pela escolha, tenho certeza que ele vai amar!",compra,,,8,True
syn_100565,"[customer] oii, to querendo comprar um celular novo mas ta td muito caro, vcs tem alguma promoção rolando?
[agent] Oi! Tudo bem? Sim, temos algumas promoções ativas. Qual é seu orçamento e que tipo de celular você está procurando?
[customer] tenho uns 800 reais, queria um com camera boa pra tirar foto dos meus filhos
[agent] Perfeito! Temos um Xiaomi Redmi Note que está em promoção por 799, tem uma câmera excelente de 48MP. Quer que eu te mande as fotos do produto?
[customer] nossa, parece bom! manda sim, e ele vem com pelicula e capinha?
[agent] Vou mandar agora! Sim, na promoção já inclui película de vidro e capinha transparente de brinde. O frete também sai grátis pra sua região
[customer] perfeito!! como faço pra comprar? pode parcelar?
[agent] Claro! Pode parcelar em até 10x sem juros no cartão. Te envio o link agora e você finaliza a compra por lá mesmo",compra,,,8,True
